CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,POP2010,Rural,UATYP10
49013940300,Utah,Duchesne County,0,3847.0,1311,0,152.0,3.95,1,1,1,1,0,1,11.0,60369.0,1,1,1,0,0,1,1,1,1357.0,1357.0,903.0,424.0,424.0,282.0,2855.0,74.22,926.0,24.07,820.0,21.32,441.0,11.45,2701.0,70.22,9.0,0.23,10.0,0.26,4.0,0.1,21.0,0.55,110.0,2.86,130.0,3.38,22.0,1.69,84.0,6.43,2306.0,59.93,732.0,19.02,619.0,16.09,379.0,9.85,2172.0,56.45,9.0,0.23,10.0,0.26,4.0,0.1,18.0,0.47,93.0,2.42,112.0,2.9,15.0,1.11,70.0,5.33,1357.0,35.26,424.0,11.01,350.0,9.11,279.0,7.26,1298.0,33.73,2.0,0.06,3.0,0.08,1.0,0.03,2.0,0.06,50.0,1.31,47.0,1.23,6.0,0.48,46.0,3.53,903.0,23.48,282.0,7.33,246.0,6.39,180.0,4.67,869.0,22.58,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05,32.0,0.84,22.0,0.56,4.0,0.0,30.0,2.26,1551.0,1157.0,567.0,3647.0,10.0,11.0,5.0,25.0,149.0,172.0,54.0,140.0,,,
49013940500,Utah,Duchesne County,1,7632.0,2357,0,99.0,1.3,0,0,0,0,0,0,12.8,73773.0,1,1,1,1,1,0,0,0,2209.0,4924.0,2209.0,480.0,1239.0,480.0,4924.0,64.52,1239.0,16.24,1817.0,23.8,429.0,5.62,4276.0,56.03,8.0,0.11,13.0,0.18,9.0,0.12,271.0,3.55,347.0,4.55,348.0,4.57,60.0,2.55,194.0,8.25,2209.0,28.95,480.0,6.29,800.0,10.48,171.0,2.24,2059.0,26.97,2.0,0.03,4.0,0.05,1.0,0.02,52.0,0.68,91.0,1.2,90.0,1.17,23.0,0.97,87.0,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.0,2799.0,630.0,6436.0,24.0,29.0,22.0,534.0,587.0,627.0,123.0,346.0,,,
49013940600,Utah,Duchesne County,0,7128.0,2335,0,46.0,0.65,0,0,0,0,0,0,15.2,72670.0,1,1,0,0,0,1,0,0,906.0,906.0,0.0,347.0,347.0,0.0,6947.0,97.46,2281.0,32.0,2293.0,32.18,765.0,10.74,6338.0,88.91,10.0,0.14,12.0,0.17,24.0,0.34,278.0,3.89,286.0,4.01,309.0,4.33,19.0,0.83,238.0,10.2,6739.0,94.55,2234.0,31.34,2221.0,31.16,737.0,10.34,6150.0,86.28,10.0,0.14,12.0,0.17,24.0,0.33,270.0,3.79,274.0,3.84,301.0,4.23,19.0,0.83,231.0,9.88,906.0,12.72,347.0,4.86,301.0,4.23,91.0,1.27,785.0,11.02,1.0,0.02,2.0,0.03,5.0,0.08,43.0,0.6,69.0,0.97,89.0,1.25,1.0,0.06,31.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380.0,2353.0,787.0,6506.0,10.0,12.0,24.0,283.0,293.0,318.0,21.0,253.0,,,
49015976200,Utah,Emery County,0,4185.0,1408,0,10.0,0.24,0,0,0,0,0,0,11.0,72581.0,0,0,0,0,0,0,0,0,197.0,197.0,0.0,59.0,59.0,0.0,2911.0,69.55,824.0,19.7,982.0,23.47,329.0,7.86,2787.0,66.61,6.0,0.14,15.0,0.36,2.0,0.05,9.0,0.22,91.0,2.18,131.0,3.13,22.0,1.57,72.0,5.15,2007.0,47.95,594.0,14.2,646.0,15.44,252.0,6.02,1963.0,46.9,3.0,0.07,6.0,0.15,2.0,0.04,6.0,0.14,27.0,0.65,53.0,1.27,11.0,0.78,51.0,3.64,197.0,4.72,59.0,1.4,88.0,2.09,16.0,0.38,196.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.01,5.0,0.13,1.0,0.06,4.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.0,1366.0,493.0,3950.0,8.0,17.0,8.0,26.0,176.0,244.0,45.0,110.0,,,
49015976300,Utah,Emery County,1,3329.0,1126,0,0.0,0.0,0,0,0,0,0,0,11.7,66328.0,1,1,1,1,1,0,0,0,2106.0,2959.0,2106.0,611.0,931.0,611.0,2959.0,88.9,931.0,27.97,980.0,29.43,323.0,9.71,2897.0,87.01,3.0,0.09,7.0,0.22,1.0,0.03,23.0,0.7,28.0,0.85,59.0,1.76,26.0,2.31,75.0,6.65,2106.0,63.27,611.0,18.36,703.0,21.12,232.0,6.97,2065.0,62.02,2.0,0.06,5.0,0.16,1.0,0.03,11.0,0.33,22.0,0.67,30.0,0.91,15.0,1.35,53.0,4.67,6.0,0.17,2.0,0.05,0.0,0.0,2.0,0.07,6.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,984.0,1090.0,379.0,3253.0,5.0,8.0,1.0,26.0,36.0,68.0,28.0,78.0,,,
49015976500,Utah,Emery County,0,3462.0,1198,0,33.0,0.95,1,1,1,1,0,1,16.0,55917.0,1,1,1,0,0,1,1,1,1441.0,1441.0,1132.0,593.0,593.0,485.0,2724.0,78.68,1063.0,30.69,813.0,23.48,415.0,11.98,2402.0,69.38,7.0,0.2,12.0,0.34,0.0,0.0,19.0,0.56,284.0,8.2,313.0,9.05,41.0,3.45,90.0,7.49,1893.0,54.69,756.0,21.83,573.0,16.56,286.0,8.25,1601.0,46.26,5.0,0.14,10.0,0.29,0.0,0.0,10.0,0.28,267.0,7.72,301.0,8.68,19.0,1.56,64.0,5.31,1441.0,41.63,593.0,17.13,440.0,12.71,216.0,6.24,1160.0,33.51,5.0,0.14,8.0,0.23,0.0,0.0,9.0,0.26,259.0,7.48,288.0,8.32,12.0,1.04,49.0,4.08,1132.0,32.7,485.0,14.0,357.0,10.31,160.0,4.62,864.0,24.96,5.0,0.14,5.0,0.14,0.0,0.0,7.0,0.2,251.0,7.25,279.0,8.06,12.0,1.0,37.0,3.1,1195.0,1032.0,496.0,3106.0,13.0,13.0,0.0,26.0,304.0,342.0,56.0,107.0,,,
49017000300,Utah,Garfield County,0,2377.0,808,0,171.0,7.19,0,0,0,0,0,1,23.0,62000.0,0,0,0,0,0,0,0,0,307.0,307.0,4.0,125.0,125.0,2.0,1327.0,55.81,547.0,23.0,381.0,16.02,207.0,8.7,1258.0,52.91,7.0,0.29,5.0,0.2,5.0,0.21,20.0,0.82,33.0,1.38,49.0,2.07,12.0,1.47,28.0,3.43,758.0,31.88,307.0,12.93,205.0,8.62,121.0,5.1,717.0,30.16,6.0,0.24,2.0,0.09,5.0,0.21,8.0,0.34,20.0,0.83,19.0,0.81,7.0,0.91,16.0,2.01,307.0,12.91,125.0,5.24,56.0,2.37,74.0,3.11,298.0,12.53,2.0,0.08,0.0,0.0,3.0,0.13,1.0,0.04,3.0,0.13,3.0,0.13,4.0,0.5,9.0,1.11,4.0,0.16,2.0,0.06,2.0,0.07,0.0,0.0,4.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1008.0,690.0,410.0,2276.0,13.0,8.0,6.0,35.0,39.0,78.0,10.0,49.0,,,
49017000400,Utah,Garfield County,0,2795.0,1122,0,0.0,0.0,0,0,0,0,0,0,13.6,67361.0,1,1,1,0,0,1,1,1,2795.0,2795.0,2512.0,994.0,994.0,927.0,2795.0,100.0,994.0,35.56,689.0,24.65,421.0,15.06,2593.0,92.77,9.0,0.32,53.0,1.9,4.0,0.14,50.0,1.79,86.0,3.08,156.0,5.58,34.0,3.03,34.0,3.01,2795.0,100.0,994.0,35.56,689.0,24.65,421.0,15.06,2593.0,92.77,9.0,0.32,53.0,1.9,4.0,0.14,50.0,1.79,86.0,3.08,156.0,5.58,34.0,3.03,34.0,3.01,2795.0,100.0,994.0,35.56,689.0,24.65,421.0,15.06,2593.0,92.77,9.0,0.32,53.0,1.9,4.0,0.14,50.0,1.79,86.0,3.08,156.0,5.58,34.0,3.03,34.0,3.01,2512.0,89.88,927.0,33.15,626.0,22.4,411.0,14.69,2403.0,85.99,6.0,0.2,11.0,0.39,4.0,0.14,37.0,1.31,51.0,1.84,86.0,3.09,31.0,3.0,30.0,2.7,916.0,689.0,421.0,2593.0,9.0,53.0,4.0,50.0,86.0,156.0,30.0,30.0,,,
49019000200,Utah,Grand County,1,4392.0,1857,0,78.0,1.78,0,0,0,0,0,0,8.1,62710.0,1,1,1,1,1,0,0,0,525.0,2900.0,525.0,119.0,930.0,119.0,2900.0,66.04,930.0,21.17,739.0,16.83,399.0,9.07,2593.0,59.04,14.0,0.31,21.0,0.48,2.0,0.05,133.0,3.02,138.0,3.14,320.0,7.28,16.0,0.87,109.0,5.9,525.0,11.96,119.0,2.72,140.0,3.19,83.0,1.9,499.0,11.37,5.0,0.12,2.0,0.04,1.0,0.02,11.0,0.25,7.0,0.17,31.0,0.71,2.0,0.1,20.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.0,1018.0,586.0,3776.0,18.0,37.0,2.0,254.0,305.0,531.0,28.0,167.0,,,
49019000300,Utah,Grand County,0,4833.0,2032,0,65.0,1.34,0,0,0,1,1,1,8.6,58232.0,0,0,0,0,0,0,0,1,215.0,215.0,113.0,111.0,111.0,73.0,4142.0,85.69,1735.0,35.91,901.0,18.65,587.0,12.15,3855.0,79.77,7.0,0.14,32.0,0.67,0.0,0.0,85.0,1.76,162.0,3.34,241.0,4.99,121.0,5.95,114.0,5.59,3763.0,77.87,1648.0,34.1,794.0,16.43,544.0,11.25,3509.0,72.62,6.0,0.12,31.0,0.63,0.0,0.0,75.0,1.55,142.0,2.95,208.0,4.3,111.0,5.46,104.0,5.13,215.0,4.45,111.0,2.3,25.0,0.52,40.0,0.84,201.0,4.16,1.0,0.02,5.0,0.11,0.0,0.0,0.0,0.0,8.0,0.17,9.0,0.19,10.0,0.48,8.0,0.38,113.0,2.33,73.0,1.51,18.0,0.37,25.0,0.52,104.0,2.14,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,4.0,0.08,2.0,0.04,8.0,0.0,4.0,0.2,2005.0,1100.0,665.0,4431.0,11.0,40.0,1.0,127.0,223.0,350.0,149.0,142.0,,,
49021110100,Utah,Iron County,1,3951.0,1477,0,34.0,0.86,0,0,0,0,0,0,5.8,65813.0,1,1,1,1,1,0,0,0,1768.0,3245.0,1768.0,530.0,1023.0,530.0,3245.0,82.14,1023.0,25.89,896.0,22.67,598.0,15.14,3081.0,77.97,6.0,0.15,16.0,0.39,0.0,0.0,21.0,0.54,122.0,3.08,176.0,4.45,62.0,4.17,101.0,6.81,1768.0,44.74,530.0,13.41,472.0,11.96,291.0,7.38,1655.0,41.89,2.0,0.05,14.0,0.35,0.0,0.0,13.0,0.34,84.0,2.12,105.0,2.67,47.0,3.19,55.0,3.74,76.0,1.92,22.0,0.55,28.0,0.7,9.0,0.23,73.0,1.84,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,3.0,0.08,4.0,0.3,2.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.0,1095.0,734.0,3766.0,6.0,16.0,0.0,25.0,138.0,216.0,68.0,128.0,,,
49021110200,Utah,Iron County,1,7387.0,2096,0,15.0,0.2,1,1,1,0,0,1,12.8,61211.0,1,1,1,1,1,0,0,0,7387.0,7387.0,7387.0,3245.0,3245.0,3245.0,7387.0,100.0,3245.0,43.93,2859.0,38.7,559.0,7.57,6819.0,92.31,8.0,0.11,33.0,0.45,28.0,0.38,120.0,1.62,379.0,5.13,534.0,7.23,60.0,2.85,231.0,11.04,7387.0,100.0,3245.0,43.93,2859.0,38.7,559.0,7.57,6819.0,92.31,8.0,0.11,33.0,0.45,28.0,0.38,120.0,1.62,379.0,5.13,534.0,7.23,60.0,2.85,231.0,11.04,2.0,0.03,1.0,0.01,0.0,0.0,0.0,0.0,2.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.0,0.03,1.0,0.01,0.0,0.0,0.0,0.0,2.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3453.0,2859.0,559.0,6819.0,8.0,33.0,28.0,120.0,379.0,534.0,48.0,237.0,,,
49021110300,Utah,Iron County,0,3508.0,1105,0,9.0,0.26,1,1,0,0,0,1,20.2,58472.0,1,1,0,0,0,1,0,0,1215.0,1215.0,48.0,604.0,604.0,14.0,3508.0,100.0,1370.0,39.07,1229.0,35.03,377.0,10.75,3170.0,90.36,9.0,0.26,13.0,0.37,11.0,0.31,57.0,1.62,248.0,7.07,367.0,10.46,22.0,2.03,134.0,12.16,3508.0,100.0,1370.0,39.07,1229.0,35.03,377.0,10.75,3170.0,90.36,9.0,0.26,13.0,0.37,11.0,0.31,57.0,1.62,248.0,7.07,367.0,10.46,22.0,2.03,134.0,12.16,1215.0,34.63,604.0,17.23,406.0,11.56,132.0,3.77,1043.0,29.72,1.0,0.03,1.0,0.03,4.0,0.11,31.0,0.88,135.0,3.85,226.0,6.44,15.0,1.37,50.0,4.54,48.0,1.36,14.0,0.39,8.0,0.23,12.0,0.34,47.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,3.0,0.07,0.0,0.0,3.0,0.26,1336.0,1229.0,377.0,3170.0,9.0,13.0,11.0,57.0,248.0,367.0,23.0,135.0,,,
49021110400,Utah,Iron County,1,4657.0,1381,0,678.0,14.56,0,1,0,0,0,1,27.9,68350.0,0,1,0,1,0,0,0,0,43.0,2851.0,43.0,32.0,1338.0,32.0,2851.0,61.23,1338.0,28.73,447.0,9.6,263.0,5.65,2612.0,56.09,33.0,0.7,25.0,0.53,15.0,0.32,40.0,0.86,127.0,2.72,152.0,3.26,45.0,3.23,86.0,6.2,43.0,0.93,32.0,0.68,8.0,0.17,8.0,0.17,40.0,0.86,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,3.0,0.06,6.0,0.12,1.0,0.11,2.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908.0,823.0,483.0,4293.0,51.0,34.0,21.0,68.0,190.0,224.0,68.0,142.0,,,
49021110500,Utah,Iron County,1,9698.0,3144,0,250.0,2.58,1,1,1,1,1,1,20.4,53367.0,1,1,1,1,1,0,0,1,7505.0,9252.0,7505.0,3502.0,4434.0,3502.0,9252.0,95.4,4434.0,45.72,3040.0,31.35,600.0,6.18,7874.0,81.19,46.0,0.47,64.0,0.66,20.0,0.21,404.0,4.16,845.0,8.71,1095.0,11.3,205.0,6.51,339.0,10.78,7505.0,77.39,3502.0,36.11,2500.0,25.77,471.0,4.85,6673.0,68.81,38.0,0.39,58.0,0.6,16.0,0.16,239.0,2.46,482.0,4.97,650.0,6.7,172.0,5.48,271.0,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4929.0,3172.0,652.0,8240.0,46.0,64.0,20.0,443.0,885.0,1152.0,235.0,380.0,,,
49021110600,Utah,Iron County,1,6029.0,2187,0,31.0,0.51,0,1,0,0,0,1,36.6,34886.0,0,1,0,1,0,0,0,0,292.0,1929.0,292.0,168.0,1118.0,168.0,1929.0,31.99,1118.0,18.54,637.0,10.56,148.0,2.46,1708.0,28.33,14.0,0.23,27.0,0.45,15.0,0.24,73.0,1.22,92.0,1.53,108.0,1.79,60.0,2.76,115.0,5.25,292.0,4.84,168.0,2.79,96.0,1.59,23.0,0.38,240.0,3.98,5.0,0.07,4.0,0.07,3.0,0.05,24.0,0.39,16.0,0.27,23.0,0.39,10.0,0.45,18.0,0.83,1.0,0.02,1.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4159.0,1518.0,542.0,5413.0,41.0,62.0,20.0,158.0,335.0,391.0,175.0,456.0,,,
49021110701,Utah,Iron County,0,6538.0,2093,0,27.0,0.41,0,0,0,0,0,1,21.7,72902.0,0,0,0,0,0,0,0,0,,,,,,,6538.0,100.0,2224.0,34.02,1957.0,29.93,599.0,9.16,6048.0,92.51,52.0,0.8,71.0,1.09,29.0,0.44,83.0,1.27,255.0,3.9,406.0,6.21,23.0,1.11,71.0,3.4,5402.0,82.63,1866.0,28.54,1580.0,24.16,467.0,7.14,4986.0,76.26,44.0,0.68,66.0,1.01,29.0,0.44,60.0,0.92,217.0,3.32,341.0,5.21,19.0,0.89,58.0,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624.0,1957.0,599.0,6048.0,52.0,71.0,29.0,83.0,255.0,406.0,26.0,82.0,,,
49021110702,Utah,Iron County,0,4395.0,1539,0,6.0,0.14,0,0,0,0,0,0,9.7,73649.0,0,0,0,0,0,0,0,0,134.0,134.0,,38.0,38.0,,4259.0,96.9,1138.0,25.89,1269.0,28.87,563.0,12.82,3988.0,90.74,14.0,0.32,50.0,1.13,10.0,0.23,64.0,1.45,134.0,3.04,266.0,6.06,21.0,1.36,147.0,9.55,3828.0,87.09,1024.0,23.31,1158.0,26.35,456.0,10.37,3584.0,81.56,13.0,0.3,37.0,0.84,10.0,0.23,60.0,1.37,123.0,2.8,255.0,5.8,21.0,1.36,131.0,8.54,134.0,3.06,38.0,0.85,15.0,0.33,28.0,0.63,128.0,2.9,0.0,0.0,4.0,0.09,0.0,0.0,0.0,0.0,3.0,0.07,3.0,0.07,3.0,0.18,5.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,1523.0,1291.0,587.0,4099.0,14.0,56.0,10.0,65.0,151.0,273.0,26.0,191.0,,,
49023010100,Utah,Juab County,1,5565.0,1752,0,59.0,1.06,0,0,0,0,0,0,12.1,63389.0,1,1,1,1,1,0,0,0,2848.0,4783.0,2848.0,691.0,1222.0,691.0,4783.0,85.95,1222.0,21.95,1675.0,30.1,516.0,9.26,4616.0,82.95,14.0,0.25,18.0,0.32,1.0,0.02,14.0,0.25,120.0,2.16,148.0,2.66,36.0,2.08,84.0,4.82,2848.0,51.19,691.0,12.41,1028.0,18.48,284.0,5.1,2759.0,49.57,9.0,0.17,13.0,0.23,1.0,0.02,7.0,0.13,60.0,1.07,80.0,1.44,26.0,1.46,50.0,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546.0,1965.0,589.0,5352.0,16.0,18.0,5.0,18.0,156.0,197.0,45.0,112.0,,,
49023010200,Utah,Juab County,0,4681.0,1341,0,63.0,1.35,0,0,0,0,0,0,10.6,75000.0,1,1,0,0,0,1,0,0,1916.0,1916.0,258.0,643.0,643.0,100.0,4681.0,100.0,1542.0,32.94,1872.0,39.99,454.0,9.7,4479.0,95.68,9.0,0.19,4.0,0.09,10.0,0.21,72.0,1.54,107.0,2.29,182.0,3.89,53.0,3.93,68.0,5.08,4680.0,99.99,1542.0,32.94,1872.0,39.99,454.0,9.69,4478.0,95.67,9.0,0.19,4.0,0.09,10.0,0.21,72.0,1.54,107.0,2.29,181.0,3.88,53.0,3.93,68.0,5.08,1916.0,40.94,643.0,13.73,577.0,12.33,296.0,6.32,1794.0,38.33,0.0,0.0,2.0,0.04,4.0,0.09,64.0,1.37,52.0,1.11,94.0,2.01,42.0,3.14,35.0,2.59,258.0,5.51,100.0,2.13,77.0,1.64,37.0,0.79,179.0,3.83,0.0,0.0,1.0,0.02,0.0,0.0,60.0,1.28,18.0,0.38,18.0,0.38,5.0,0.0,5.0,0.35,1630.0,1872.0,454.0,4479.0,9.0,4.0,10.0,72.0,107.0,182.0,51.0,70.0,,,
49025130100,Utah,Kane County,0,2297.0,931,0,0.0,0.0,0,0,0,0,0,0,10.9,68750.0,1,1,0,0,0,1,0,0,1239.0,1239.0,356.0,506.0,506.0,137.0,2266.0,98.64,865.0,37.66,556.0,24.19,394.0,17.15,2138.0,93.07,4.0,0.17,15.0,0.65,1.0,0.04,61.0,2.66,47.0,2.04,66.0,2.87,21.0,2.26,49.0,5.23,2164.0,94.21,829.0,36.08,528.0,22.97,376.0,16.38,2037.0,88.69,4.0,0.17,15.0,0.64,1.0,0.04,61.0,2.66,46.0,2.0,64.0,2.8,19.0,2.02,47.0,5.02,1239.0,53.95,506.0,22.02,256.0,11.16,227.0,9.9,1139.0,49.59,4.0,0.17,10.0,0.44,1.0,0.04,57.0,2.48,28.0,1.22,28.0,1.22,1.0,0.12,29.0,3.13,356.0,15.5,137.0,5.95,81.0,3.52,55.0,2.39,307.0,13.37,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.83,7.0,0.3,4.0,0.17,0.0,0.0,8.0,0.88,939.0,565.0,400.0,2169.0,4.0,15.0,1.0,61.0,47.0,66.0,17.0,40.0,,,
49025130200,Utah,Kane County,1,4828.0,1969,0,100.0,2.07,0,0,0,0,0,0,13.7,69583.0,1,1,1,1,1,0,0,0,2302.0,3807.0,2302.0,518.0,997.0,518.0,3807.0,78.86,997.0,20.66,914.0,18.94,801.0,16.59,3669.0,75.99,10.0,0.22,14.0,0.29,0.0,0.0,32.0,0.67,82.0,1.69,154.0,3.2,40.0,2.06,56.0,2.86,2302.0,47.67,518.0,10.74,505.0,10.46,526.0,10.9,2220.0,45.98,1.0,0.03,12.0,0.24,0.0,0.0,19.0,0.4,49.0,1.02,103.0,2.14,15.0,0.74,36.0,1.83,30.0,0.62,9.0,0.18,2.0,0.04,11.0,0.22,30.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.0,1164.0,988.0,4647.0,12.0,16.0,0.0,43.0,110.0,197.0,55.0,68.0,,,
49027974100,Utah,Millard County,0,4827.0,1592,0,89.0,1.84,0,0,0,0,0,0,14.0,71438.0,1,1,0,0,0,1,0,0,1168.0,1168.0,51.0,265.0,265.0,12.0,2475.0,51.27,921.0,19.09,862.0,17.85,278.0,5.75,2130.0,44.12,8.0,0.17,5.0,0.1,2.0,0.03,22.0,0.46,308.0,6.37,344.0,7.13,35.0,2.18,96.0,6.0,1361.0,28.19,323.0,6.7,456.0,9.44,158.0,3.28,1302.0,26.97,3.0,0.06,2.0,0.04,1.0,0.02,6.0,0.12,47.0,0.98,53.0,1.11,3.0,0.21,53.0,3.31,1168.0,24.2,265.0,5.49,381.0,7.89,141.0,2.92,1133.0,23.47,0.0,0.0,1.0,0.02,1.0,0.02,5.0,0.1,28.0,0.58,35.0,0.73,2.0,0.1,46.0,2.89,51.0,1.06,12.0,0.24,16.0,0.34,7.0,0.15,50.0,1.04,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15,1934.0,1640.0,618.0,4103.0,11.0,15.0,10.0,34.0,654.0,769.0,104.0,211.0,,,
49027974200,Utah,Millard County,0,3037.0,1021,0,0.0,0.0,0,0,0,0,0,0,11.2,65147.0,0,0,0,0,0,0,0,0,215.0,215.0,160.0,32.0,32.0,24.0,3037.0,100.0,747.0,24.61,952.0,31.35,419.0,13.8,2805.0,92.36,1.0,0.03,5.0,0.16,1.0,0.03,23.0,0.76,202.0,6.65,263.0,8.66,26.0,2.56,70.0,6.86,3029.0,99.72,745.0,24.52,949.0,31.25,419.0,13.78,2797.0,92.08,1.0,0.03,5.0,0.16,1.0,0.03,23.0,0.76,202.0,6.65,263.0,8.66,26.0,2.55,70.0,6.84,215.0,7.07,32.0,1.05,58.0,1.9,37.0,1.22,192.0,6.34,0.0,0.0,4.0,0.13,0.0,0.0,2.0,0.07,16.0,0.54,19.0,0.63,0.0,0.0,6.0,0.55,160.0,5.27,24.0,0.8,41.0,1.35,28.0,0.92,141.0,4.64,0.0,0.0,3.0,0.1,0.0,0.0,2.0,0.07,14.0,0.46,16.0,0.53,0.0,0.0,4.0,0.43,749.0,952.0,419.0,2805.0,1.0,5.0,1.0,23.0,202.0,263.0,28.0,64.0,,,
